name,category
Markov Purifier,Card advantage|Cycle|Cycle vow draft signpost|Draft signpost|Draw|Lifegain|Lifegain matters|Pure draw|Repeatable draw|Triggered ability
Markov Waltzer,Cycle|Cycle inr draft signpost|Cycle vow draft signpost|Draft signpost|Evasion|Multiple targets|Triggered ability
Markov Warlord,Multiple targets|Prevent blocker|Triggered ability
Marneus Calgar,Alt commander|Card advantage|Cycle|Cycle 40k alt commander|Draw|Mana sink|Pure draw|Repeatable creature tokens|Repeatable draw|Repeatable token generator|Synergy token|Thingfall|Tokenfall|Triggered ability
Marsh Flats,Cycle|Cycle land|Cycle nonmana land|Cycle zen fetchland|Fetchland|Life payment|Manaless land|Sacrifice self|Tutor|Tutor land|Tutor land plains|Tutor land swamp|Tutor land to battlefield|Tutor to|Tutor to battlefield
Marshland Bloodcaster,Evasion|Free cast another|Life payment
Martyr of Dusk,Death trigger|Death trigger self|Leaves battlefield trigger|Lifegain|Triggered ability
Maskwood Nexus,Grants changeling|Repeatable creature tokens|Repeatable token generator
Mass Hysteria,Gives haste
Massacre Wurm,Death trigger|Leaves battlefield trigger|Opponent loses life|Removal|Removal creature|Removal toughness|Sweeper|Sweeper one sided|Triggered ability
Master of Dark Rites,Mana dork|Mana producer|Ramp|Sacrifice outlet|Sacrifice outlet creature|Typal cleric|Typal creature|Typal demon|Typal vampire
"Mathas, Fiend Seeker",Alt commander|Card advantage|Cycle|Cycle c17 alt commander|Death trigger|Draw|Evasion|Group hug|Leaves battlefield trigger|Lifegain|Pure draw|Repeatable crime|Repeatable draw|Triggered ability
"Matzalantli, the Great Door",Card advantage|Card types in graveyard matter|Cards in graveyard matter|Discard outlet|Draw|Hand negative|Loot|Ramp
"Mavren Fein, Dusk Apostle",Attack trigger|Lifegain|Repeatable creature tokens|Repeatable token generator|Synergy attacker|Triggered ability|Typal creature|Typal vampire
Maximize Velocity,Castable from graveyard|Castable from nonhand|Discard outlet|Exile self|Gives haste|Single target instant/sorcery
Mayhem Devil,Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Cycle|Cycle rvr u two color|Cycle war draft signpost|Draft signpost|Hate|Hate sacrifice|Removal|Removal burn|Removal creature|Removal planeswalker|Repeatable crime|Repeatable removal|Synergy sacrifice|Triggered ability
Maze of Ith,Damage prevention|Hate|Hate attacker|Manaless land|Namesake spell|Repeatable crime|Synergy attacker|Untapper|Untapper creature
Memory Vessel,Card advantage|Exile self|Gives castable from exile|Gives castable from nonhand|Impulsive draw|Mill|Mill exile|Prevent cast
Mental Misstep,Alternate cost life|Counterspell|Counterspell free|Counterspell with set mechanic|Discount self|Life payment|Manaless value|Phyrexian mana cost|Single target instant/sorcery
Mentor of the Meek,Card advantage|Creaturefall|Draw|Power matters|Pure draw|Repeatable draw|Thingfall|Triggered ability
Mephidross Vampire,Combat neutral damage trigger|Evasion|Triggered ability
Merciless Eviction,Cycle|Cycle 2xm r two color|Removal|Removal artifact|Removal creature|Removal enchantment|Removal exile|Removal planeswalker|Sweeper
Merfolk Looter,Card advantage|Discard outlet|Draw|Hand neutral|Loot
Metallic Mimic,Anthem|Power boost to all|Typal choose|Typal creature
Metamorphosis Fanatic,Delayed triggered ability|Gives lifelink|Keyword counter|Lifegain|Lifelink counter|Reanimate|Reanimate creature|Recursion|Recursion creature|Triggered ability
Meteor Crater,Synergy color each|Synergy colored
Meticulous Archive,Cycle|Cycle dual land|Cycle dual surveil land|Cycle land|Dual land|Library manipulation|Mill|Mill self|Nonbasic basic land type|Peek|Peek library|Surveil|Top deck manipulation|Triggered ability
"Midgar, City of Mako",Card advantage|Cycle|Cycle fin adventure land|Cycle land|Cycle mono land|Draw|Exile self|Hand positive|Plunder|Sacrifice outlet|Sacrifice outlet artifact|Sacrifice outlet creature|Synergy artifact
Midnight Arsonist,Multi removal|Multiple targets|Removal|Removal artifact|Removal destroy|Spot removal|Triggered ability|Typal creature|Typal vampire
Might of the Meek,Cantrip|Card advantage|Combat trick|Draw|Gives trample|Hand neutral|Pure draw|Single target instant/sorcery|Typal creature|Typal mouse
"Mikaeus, the Unhallowed",Anthem|Cycle|Cycle cmm m mono legend|Death trigger|Evasion|Gives undying|Hate|Hate set mechanic|Hate typal|Hate typal human|Leaves battlefield trigger|No mercy|Pillowfort|Power boost to all|Protects creature|Removal|Removal creature|Removal destroy|Repeatable removal|Retaliate to damage|Spot removal|Triggered ability|Typal creature|Typal non human
"Mikokoro, Center of the Sea",Card advantage|Draw|Group hug|Pure draw|Repeatable draw
Minas Tirith,Card advantage|Cycle|Cycle land|Cycle ltr legendary land|Cycle mono land|Draw|Mana sink|Pure draw|Repeatable draw|Synergy attacker|Synergy legendary
Mind Stone,Card advantage|Draw|Egg|Hand neutral|Mana producer|Mana rock|Pure draw|Ramp|Sacrifice self
Mindbreak Trap,Counterspell|Counterspell exile|Counterspell free|Counterspell with set mechanic|Exile from stack|Hate|Hate storm|Manaless value|Multiple targets|Potentially free|Remove from stack|Single target instant/sorcery
Mindcrank,Life loss matters|Mill|Mill opponent|Triggered ability
Mines of Moria,Cycle|Cycle land|Cycle ltr legendary land|Cycle mono land|Graveyard fuel|Mana filter|Mana sink|Mana storage|Ramp|Repeatable artifact tokens|Repeatable noncreature tokens|Repeatable token generator|Repeatable treasures|Synergy legendary
Minions' Murmurs,Burst draw|Card advantage|Creature count matters|Draw|Hand positive|Life for cards|Life payment|Pure draw
Mirkwood Bats,Evasion|Group slug|Opponent loses life|Synergy sacrifice|Synergy token|Triggered ability
Mirran Banesplitter,Auto equip|Combat trick|Triggered ability
Mirri the Cursed,Cycle|Cycle plc alternate reality legend|Evasion|Triggered ability
Mirror Box,Synergy legendary|Weaker in singleton formats
Mirror Entity,Cda subtype|Changeling|Characteristic defining ability|Cycle|Cycle lrw r changeling|Grants changeling|Mana sink|Power boost to all
Misdirection,Change target|Cycle|Cycle mmq pitchspell|Manaless value|Single target instant/sorcery|Synergy blue
Mishra's Bauble,Card advantage|Delayed triggered ability|Draw|Egg|Hand neutral|Manaless value|Namesake spell|Pure draw|Sacrifice self|Triggered ability
Mishra's Command,Burn|Burn creature|Burn planeswalker|Card advantage|Command|Cycle|Cycle bro command|Discard outlet|Draw|Gives haste|Multi removal|Multiple targets|Namesake spell|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery|Spot removal
Mishra's Domination,Namesake spell|Prevent blocker
Mishra's Research Desk,Card advantage|Delayed triggered ability|Egg|Exile self|Gains haste|Gives castable from exile|Gives castable from nonhand|Impulsive draw|Namesake spell|Reanimate|Reanimate self|Recursion|Recursion self|Sacrifice self|Temporary reanimation|Triggered ability
Mister Negative,Burst draw|Card advantage|Draw|Inverted effects|Life for cards|Life payment|Lifegain|Opponent lifegain|Opponent loses life|Pure draw
Mistrise Village,Cycle|Cycle land|Cycle mono land|Cycle tdm utility land|Gives uncounterable|Hate|Hate counterspell|Synergy forest|Synergy mountain
Misty Rainforest,Cycle|Cycle land|Cycle nonmana land|Cycle zen fetchland|Fetchland|Life payment|Manaless land|Sacrifice self|Tutor|Tutor land|Tutor land forest|Tutor land island|Tutor land to battlefield|Tutor to|Tutor to battlefield
Mithril Coat,Auto equip|Combat trick|Gives indestructible|Protects creature|Synergy legendary|Triggered ability
Mizzium Mortars,Burn|Burn creature|Burn with set's mechanic|Removal|Removal burn|Removal creature|Single target instant/sorcery|Spot removal|Sweeper|Sweeper one sided
Mizzix's Mastery,Copy|Copy instant|Copy sorcery|Cost ignorer|Cycle|Cycle c15 commander reference|Exile on resolution|Exile self|Free cast another|Gives castable from exile|Gives castable from nonhand|Namesake spell|Recursion|Recursion instant|Recursion sorcery|Single target instant/sorcery|Synergy instant|Synergy sorcery
Mob Rule,Cycle|Cycle frf modal spell|Gives haste|Modal inverse choices|Theft|Theft mass|Untapper|Untapper creature
Mob Verdict,Burn|Burn creature|Burn player|Card advantage|Draw|Pure draw|Removal|Removal burn|Removal creature|Sweeper|Sweeper one sided|Voting
Mogg Salvage,Cycle|Cycle nem free spell|Hate|Hate island|Potentially free|Removal|Removal artifact|Removal destroy|Single target instant/sorcery|Spot removal|Synergy mountain
Molten Duplication,Copy|Copy artifact|Copy creature|Delayed triggered ability|Gives haste|Single target instant/sorcery|Triggered ability
Molten Echoes,Copy|Copy creature|Creaturefall|Delayed triggered ability|Repeatable creature tokens|Repeatable token generator|Thingfall|Triggered ability|Typal choose|Typal creature
Molten Exhale,Burn|Burn creature|Burn planeswalker|Cycle|Cycle tdm c behold|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery|Spot removal|Typal creature|Typal dragon
Molten Gatekeeper,Burn|Burn player|Creaturefall|Delayed triggered ability|Exile self|Gains haste|Group slug|Pinger|Reanimate|Reanimate self|Recursion|Recursion self|Temporary reanimation|Triggered ability
Molten Influence,Burn|Burn player|Counterspell|Counterspell instant|Counterspell soft|Counterspell sorcery|Punisher|Single target instant/sorcery
Molten Psyche,Burn|Burn player|Card advantage|Draw|Draw hate|Group slug|Hand negative|Hate|Metalcraft|Synergy artifact|Wheel|Wheel symmetrical
"Mondrak, Glory Dominus",Cycle|Cycle one dominus|Gains indestructible|Indestructible counter|Keyword counter|Sacrifice outlet|Sacrifice outlet artifact|Sacrifice outlet creature|Synergy artifact|Synergy token|Token doubler|Token increaser
Monologue Tax,Cast trigger|Cast trigger other|Ramp|Repeatable artifact tokens|Repeatable noncreature tokens|Repeatable token generator|Repeatable treasures|Triggered ability
Monstrous Rage,Combat trick|Gives trample|Single target instant/sorcery
Monument to Endurance,Card advantage|Discard matters|Draw|Group slug|Opponent loses life|Pure draw|Ramp|Repeatable artifact tokens|Repeatable draw|Repeatable noncreature tokens|Repeatable token generator|Repeatable treasures|Triggered ability
Moonsilver Key,Egg|Mana abilities matter|Sacrifice self|Tutor|Tutor artifact|Tutor land|Tutor land basic|Tutor to|Tutor to hand
Morbid Opportunist,Card advantage|Death trigger|Draw|Leaves battlefield trigger|Morbid|Pure draw|Repeatable draw|Triggered ability
"Morlun, Devourer of Spiders",Burn|Burn player|Drain life|Inverted effects|Lifegain|Triggered ability
Morphic Pool,Cycle|Cycle bbd bond land|Cycle bondland|Cycle dual land|Cycle land|Dual land|Multiplayer
Mortify,Cycle|Cycle cns draft signpost|Draft signpost|Removal|Removal creature|Removal destroy|Removal enchantment|Single target instant/sorcery|Spot removal
Mortuary Mire,Cycle|Cycle bfz utilityland|Cycle land|Cycle mono land|Library manipulation|Recursion|Recursion creature|Restock creature|Restock to top|Top deck manipulation|Triggered ability
Mother of Runes,Gives evasion|Gives protection|Hate|Hate color|Hate color choose|Protects creature
Mount Doom,Burn|Burn player|Dual land|Group slug|Life payment|Mana sink|Removal|Removal creature|Removal destroy|Sacrifice outlet|Sacrifice outlet artifact|Sweeper|Synergy artifact|Synergy legendary
Mountain,Cycle|Cycle land|Cycle lea basic land|Cycle mono land
Mox Amber,Mana producer|Mana rock|Manaless value|Moxen|Ramp|Synergy color share|Synergy legendary|Synergy planeswalker
Mox Diamond,Discard outlet|Discard outlet land|Mana producer|Mana rock|Manaless value|Moxen|Ramp
Mox Opal,Mana producer|Mana rock|Manaless value|Metalcraft|Moxen|Ramp|Synergy artifact
Mulldrifter,Card advantage|Draw|Evasion|Hand positive|Pure draw|Triggered ability
Muraganda Raceway,Cycle|Cycle dft raceway|Life loss matters|Ramp|Triggered ability
Murder,Removal|Removal creature|Removal destroy|Single target instant/sorcery|Spot removal
Murderous Compulsion,Castable from exile|Castable from nonhand|Delayed triggered ability|Doomblade|Exile self|Hate|Hate tapped|Removal|Removal creature|Removal destroy|Single target instant/sorcery|Spot removal|Triggered ability|Unexile
Murderous Cut,Delve|Discount self|Graveyard fuel|Removal|Removal creature|Removal destroy|Single target instant/sorcery|Spot removal
Mutavault,Animate|Animate self|Becomes changeling
Myr Convert,Life payment|Mana dork|Mana producer|Ramp
Myriad Landscape,Fetchland|Ramp|Sacrifice self|Tutor|Tutor land|Tutor land basic|Tutor land to battlefield|Tutor to|Tutor to battlefield
Mysidian Elder,Burn|Burn player|Cast trigger|Cast trigger you|Group slug|Multiple bodies|Pinger|Synergy noncreature|Triggered ability
Mystic Gate,Cycle|Cycle dual land|Cycle hybrid filterland|Cycle land|Cycle shm filterland|Dual land|Filterland|Mana filter
Mystic Remora,Card advantage|Cast tax|Cast trigger|Cast trigger other|Draw|Pure draw|Repeatable draw|Rhystic|Triggered ability
Mystic Sanctuary,Cycle|Cycle eld adamant land|Cycle land|Cycle mono land|Library manipulation|Nonbasic basic land type|Recursion|Recursion instant|Recursion sorcery|Restock instant|Restock sorcery|Restock to top|Synergy island|Top deck manipulation|Triggered ability
Mythos of Snapdax,Cycle|Cycle iko mythos|Mana spent matters|Namesake spell|Removal|Removal artifact|Removal aura|Removal battle|Removal creature|Removal enchantment|Removal equipment|Removal nonland|Removal planeswalker|Removal sacrifice|Removal spacecraft|Removal vehicle|Self replacement effect|Sweeper
Nameless Inversion,Cda subtype|Changeling|Characteristic defining ability|Removal|Removal creature|Removal toughness|Single target instant/sorcery|Spot removal|Typal creature
Narset's Reversal,Copy|Copy instant|Copy sorcery|Counterspell|Counterspell bounce|Group hug|Namesake spell|Remove from stack|Single target instant/sorcery
"Narset, Parter of Veils",Card advantage|Cycle|Cycle war u planeswalker|Draw hate|Hate|Impulse|Impulse artifact|Impulse battle|Impulse enchantment|Impulse instant|Impulse planeswalker|Impulse sorcery|Passive ability|Repeatable impulse
Nasty End,Burst draw|Card advantage|Draw|Hand positive|Plunder|Sacrifice outlet|Sacrifice outlet creature|Self replacement effect|Synergy legendary
"Nazar, the Velvet Fang",Attack trigger|Burst draw|Card advantage|Counter fuel aesthetic|Counters matter|Draw|Evasion|Hand positive|Life for cards|Life payment|Lifegain matters|Pure draw|Repeatable draw|Synergy attacker self|Triggered ability
Necrodominance,Card advantage|Deal with the devil|Draw|Hand size decrease|Hate|Hate graveyard|Life for cards|Life payment|Phase manipulation|Pure draw|Triggered ability
Necroduality,Copy|Copy creature|Creaturefall|Repeatable creature tokens|Repeatable token generator|Thingfall|Triggered ability|Typal creature|Typal zombie
Necromancy,Delayed triggered ability|Enchant change|Reanimate|Reanimate creature|Reanimate from any|Reanimate from opponent|Recursion|Recursion creature|Substance|Theft|Triggered ability|Triggers at cleanup step
Necropolis Regent,Cycle|Cycle rtr m monocolor|Evasion|Exponential|Slith ability|Triggered ability
Necropotence,Card advantage|Deal with the devil|Delayed triggered ability|Life payment|Phase manipulation|Triggered ability
Needle Drop,Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Cantrip|Card advantage|Draw|Hand neutral|Hate|Hate damaged|Pure draw|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery
